Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
560 Holmes Spring,COMMERCIAL B,455,560 Holmes Spring LAND TR Fee Owner,"$916,357 ","$65,875 ",$0 ,$0.00 ,$0.00 ,$0.00 
38410 James Walks,COMMERCIAL A,353,38410 James Walks LAND TR Fee Owner,"$977,207 ","$56,690 ",$0 ,$0.00 ,$0.00 ,$0.00 
0760 James Causeway Apt. 179,COMMERCIAL A,545,0760 James Causeway Apt. 179 LAND TR Fee Owner,"$653,359 ","$63,119 ",$0 ,$0.00 ,$0.00 ,$0.00 
8582 Crystal Divide,RESIDENTIAL,930,8582 Crystal Divide LAND TR Fee Owner,"$218,682 ","$17,190 ",$0 ,$0.00 ,$0.00 ,$0.00 
9849 Chad Street,RESIDENTIAL,297,9849 Chad Street LAND TR Fee Owner,"$409,714 ","$38,675 ",$0 ,$0.00 ,$0.00 ,$0.00 
81020 Johnson Pike,RESIDENTIAL,338,81020 Johnson Pike LAND TR Fee Owner,"$814,609 ","$79,869 ",$0 ,$0.00 ,$0.00 ,$0.00 
078 Jonathan Isle,COMMERCIAL A,249,078 Jonathan Isle LAND TR Fee Owner,"$556,709 ","$98,920 ",$0 ,$0.00 ,$0.00 ,$0.00 
78446 Seth Roads,COMMERCIAL B,983,78446 Seth Roads LAND TR Fee Owner,"$513,853 ","$46,343 ",$0 ,$0.00 ,$0.00 ,$0.00 
978 Robles Glen,COMMERCIAL B,891,978 Robles Glen LAND TR Fee Owner,"$541,653 ","$95,859 ",$0 ,$0.00 ,$0.00 ,$0.00 
39132 Laura Green Suite 025,RESIDENTIAL,458,39132 Laura Green Suite 025 LAND TR Fee Owner,"$960,329 ","$88,511 ",$0 ,$0.00 ,$0.00 ,$0.00 
918 Gonzalez Locks Suite 937,COMMERCIAL B,458,918 Gonzalez Locks Suite 937 LAND TR Fee Owner,"$504,935 ","$10,356 ",$0 ,$0.00 ,$0.00 ,$0.00 
776 Booker Prairie Apt. 792,COMMERCIAL A,348,776 Booker Prairie Apt. 792 LAND TR Fee Owner,"$600,640 ","$60,511 ",$0 ,$0.00 ,$0.00 ,$0.00 
29664 Copeland Glen Apt. 816,COMMERCIAL B,228,29664 Copeland Glen Apt. 816 LAND TR Fee Owner,"$812,170 ","$30,749 ",$0 ,$0.00 ,$0.00 ,$0.00 
121 Christensen Turnpike,COMMERCIAL A,120,121 Christensen Turnpike LAND TR Fee Owner,"$481,114 ","$35,709 ",$0 ,$0.00 ,$0.00 ,$0.00 
31321 Guzman Viaduct,COMMERCIAL B,716,31321 Guzman Viaduct LAND TR Fee Owner,"$154,572 ","$21,107 ",$0 ,$0.00 ,$0.00 ,$0.00 
217 Lawrence Rue,COMMERCIAL B,783,217 Lawrence Rue LAND TR Fee Owner,"$115,815 ","$54,291 ",$0 ,$0.00 ,$0.00 ,$0.00 
770 Rich Island,RESIDENTIAL,470,770 Rich Island LAND TR Fee Owner,"$710,715 ","$14,787 ",$0 ,$0.00 ,$0.00 ,$0.00 
634 Yvette Light,RESIDENTIAL,860,634 Yvette Light LAND TR Fee Owner,"$338,645 ","$35,510 ",$0 ,$0.00 ,$0.00 ,$0.00 
682 Wilkinson Estates,RESIDENTIAL,208,682 Wilkinson Estates LAND TR Fee Owner,"$160,326 ","$39,315 ",$0 ,$0.00 ,$0.00 ,$0.00 
37589 Ronald Neck Suite 223,RESIDENTIAL,206,37589 Ronald Neck Suite 223 LAND TR Fee Owner,"$841,162 ","$52,707 ",$0 ,$0.00 ,$0.00 ,$0.00 
5687 Wilkinson Junctions Apt. 280,COMMERCIAL B,336,5687 Wilkinson Junctions Apt. 280 LAND TR Fee Owner,"$500,955 ","$50,402 ",$0 ,$0.00 ,$0.00 ,$0.00 
65243 Ryan Lane Apt. 787,COMMERCIAL A,777,65243 Ryan Lane Apt. 787 LAND TR Fee Owner,"$565,307 ","$55,488 ",$0 ,$0.00 ,$0.00 ,$0.00 
6832 Kelly Bypass,COMMERCIAL A,996,6832 Kelly Bypass LAND TR Fee Owner,"$271,711 ","$21,815 ",$0 ,$0.00 ,$0.00 ,$0.00 
76918 Joshua Underpass Suite 800,COMMERCIAL B,978,76918 Joshua Underpass Suite 800 LAND TR Fee Owner,"$830,337 ","$67,099 ",$0 ,$0.00 ,$0.00 ,$0.00 
429 Destiny Crossing Apt. 679,COMMERCIAL B,710,429 Destiny Crossing Apt. 679 LAND TR Fee Owner,"$151,181 ","$91,842 ",$0 ,$0.00 ,$0.00 ,$0.00 
325 Suzanne Garden Apt. 230,RESIDENTIAL,680,325 Suzanne Garden Apt. 230 LAND TR Fee Owner,"$458,253 ","$86,044 ",$0 ,$0.00 ,$0.00 ,$0.00 
7026 Williams Shores Apt. 517,COMMERCIAL A,368,7026 Williams Shores Apt. 517 LAND TR Fee Owner,"$583,956 ","$43,050 ",$0 ,$0.00 ,$0.00 ,$0.00 
36081 Gary Square,COMMERCIAL A,293,36081 Gary Square LAND TR Fee Owner,"$271,660 ","$84,074 ",$0 ,$0.00 ,$0.00 ,$0.00 
740 Stewart Stream Suite 753,COMMERCIAL B,434,740 Stewart Stream Suite 753 LAND TR Fee Owner,"$581,026 ","$78,565 ",$0 ,$0.00 ,$0.00 ,$0.00 
8539 Nolan Plains,RESIDENTIAL,304,8539 Nolan Plains LAND TR Fee Owner,"$922,085 ","$67,782 ",$0 ,$0.00 ,$0.00 ,$0.00 
91716 Cynthia Hills Suite 274,COMMERCIAL B,903,91716 Cynthia Hills Suite 274 LAND TR Fee Owner,"$878,645 ","$37,222 ",$0 ,$0.00 ,$0.00 ,$0.00 
3120 Anthony Glens Suite 034,COMMERCIAL A,730,3120 Anthony Glens Suite 034 LAND TR Fee Owner,"$487,829 ","$73,253 ",$0 ,$0.00 ,$0.00 ,$0.00 
9309 Farmer Spurs,COMMERCIAL A,244,9309 Farmer Spurs LAND TR Fee Owner,"$112,768 ","$21,720 ",$0 ,$0.00 ,$0.00 ,$0.00 
67777 Joseph Fall,RESIDENTIAL,853,67777 Joseph Fall LAND TR Fee Owner,"$666,363 ","$38,123 ",$0 ,$0.00 ,$0.00 ,$0.00 
76793 Tina Radial Suite 985,COMMERCIAL A,618,76793 Tina Radial Suite 985 LAND TR Fee Owner,"$806,825 ","$90,205 ",$0 ,$0.00 ,$0.00 ,$0.00 
0396 Robert Tunnel Apt. 671,RESIDENTIAL,995,0396 Robert Tunnel Apt. 671 LAND TR Fee Owner,"$340,557 ","$76,908 ",$0 ,$0.00 ,$0.00 ,$0.00 
2971 Cory Fort Suite 235,COMMERCIAL B,907,2971 Cory Fort Suite 235 LAND TR Fee Owner,"$216,884 ","$48,633 ",$0 ,$0.00 ,$0.00 ,$0.00 
92210 Dyer Stravenue Apt. 601,COMMERCIAL A,667,92210 Dyer Stravenue Apt. 601 LAND TR Fee Owner,"$209,445 ","$96,525 ",$0 ,$0.00 ,$0.00 ,$0.00 
8065 Jones Pine,COMMERCIAL B,164,8065 Jones Pine LAND TR Fee Owner,"$149,580 ","$91,601 ",$0 ,$0.00 ,$0.00 ,$0.00 
529 Darren Dam Suite 318,COMMERCIAL A,900,529 Darren Dam Suite 318 LAND TR Fee Owner,"$133,336 ","$45,037 ",$0 ,$0.00 ,$0.00 ,$0.00 
6727 Brooks Radial,COMMERCIAL A,855,6727 Brooks Radial LAND TR Fee Owner,"$954,786 ","$59,809 ",$0 ,$0.00 ,$0.00 ,$0.00 
995 Shawna Mews Apt. 767,COMMERCIAL B,608,995 Shawna Mews Apt. 767 LAND TR Fee Owner,"$175,743 ","$54,323 ",$0 ,$0.00 ,$0.00 ,$0.00 
404 Karen Coves,COMMERCIAL A,703,404 Karen Coves LAND TR Fee Owner,"$982,423 ","$61,154 ",$0 ,$0.00 ,$0.00 ,$0.00 
0138 Rodriguez Drives Suite 114,COMMERCIAL B,515,0138 Rodriguez Drives Suite 114 LAND TR Fee Owner,"$571,341 ","$18,984 ",$0 ,$0.00 ,$0.00 ,$0.00 
54158 Caitlin Wall,COMMERCIAL A,869,54158 Caitlin Wall LAND TR Fee Owner,"$503,387 ","$37,814 ",$0 ,$0.00 ,$0.00 ,$0.00 
064 Bush Port Suite 183,COMMERCIAL A,628,064 Bush Port Suite 183 LAND TR Fee Owner,"$493,544 ","$71,543 ",$0 ,$0.00 ,$0.00 ,$0.00 
13315 Marie Lock,RESIDENTIAL,408,13315 Marie Lock LAND TR Fee Owner,"$142,486 ","$43,250 ",$0 ,$0.00 ,$0.00 ,$0.00 
49999 Christina Hill Suite 343,COMMERCIAL B,334,49999 Christina Hill Suite 343 LAND TR Fee Owner,"$558,634 ","$95,034 ",$0 ,$0.00 ,$0.00 ,$0.00 
692 Clayton Cliff,COMMERCIAL A,119,692 Clayton Cliff LAND TR Fee Owner,"$381,239 ","$25,149 ",$0 ,$0.00 ,$0.00 ,$0.00 
827 Rivera Skyway Suite 047,RESIDENTIAL,557,827 Rivera Skyway Suite 047 LAND TR Fee Owner,"$920,770 ","$51,411 ",$0 ,$0.00 ,$0.00 ,$0.00 
82355 Jones Ways,COMMERCIAL A,142,82355 Jones Ways LAND TR Fee Owner,"$577,790 ","$75,314 ",$0 ,$0.00 ,$0.00 ,$0.00 
686 Andersen Knoll Suite 366,COMMERCIAL A,555,686 Andersen Knoll Suite 366 LAND TR Fee Owner,"$362,673 ","$96,237 ",$0 ,$0.00 ,$0.00 ,$0.00 
48985 John Hill Suite 740,COMMERCIAL A,588,48985 John Hill Suite 740 LAND TR Fee Owner,"$254,836 ","$99,796 ",$0 ,$0.00 ,$0.00 ,$0.00 
119 Mark Pines Apt. 050,RESIDENTIAL,732,119 Mark Pines Apt. 050 LAND TR Fee Owner,"$314,903 ","$23,989 ",$0 ,$0.00 ,$0.00 ,$0.00 
94492 Stewart Islands,RESIDENTIAL,559,94492 Stewart Islands LAND TR Fee Owner,"$488,345 ","$55,670 ",$0 ,$0.00 ,$0.00 ,$0.00 
14053 Vance Dam,COMMERCIAL A,790,14053 Vance Dam LAND TR Fee Owner,"$719,665 ","$92,255 ",$0 ,$0.00 ,$0.00 ,$0.00 
94588 Joseph Pike Apt. 401,COMMERCIAL B,258,94588 Joseph Pike Apt. 401 LAND TR Fee Owner,"$479,586 ","$26,536 ",$0 ,$0.00 ,$0.00 ,$0.00 
499 Erik Points Apt. 319,RESIDENTIAL,640,499 Erik Points Apt. 319 LAND TR Fee Owner,"$144,199 ","$22,302 ",$0 ,$0.00 ,$0.00 ,$0.00 
87400 Chen Parks Suite 808,COMMERCIAL B,572,87400 Chen Parks Suite 808 LAND TR Fee Owner,"$747,521 ","$72,520 ",$0 ,$0.00 ,$0.00 ,$0.00 
011 Jeremy Brooks,COMMERCIAL A,876,011 Jeremy Brooks LAND TR Fee Owner,"$413,507 ","$83,719 ",$0 ,$0.00 ,$0.00 ,$0.00 
66371 Perez Way Suite 808,COMMERCIAL A,363,66371 Perez Way Suite 808 LAND TR Fee Owner,"$732,554 ","$48,953 ",$0 ,$0.00 ,$0.00 ,$0.00 
9699 Roger Land Suite 644,COMMERCIAL A,787,9699 Roger Land Suite 644 LAND TR Fee Owner,"$732,186 ","$40,332 ",$0 ,$0.00 ,$0.00 ,$0.00 
66554 Bell Fall Suite 824,COMMERCIAL A,861,66554 Bell Fall Suite 824 LAND TR Fee Owner,"$848,593 ","$53,791 ",$0 ,$0.00 ,$0.00 ,$0.00 
1248 Newman Estate Apt. 151,RESIDENTIAL,126,1248 Newman Estate Apt. 151 LAND TR Fee Owner,"$224,599 ","$33,132 ",$0 ,$0.00 ,$0.00 ,$0.00 
202 Victoria Points Apt. 280,COMMERCIAL A,682,202 Victoria Points Apt. 280 LAND TR Fee Owner,"$714,667 ","$45,123 ",$0 ,$0.00 ,$0.00 ,$0.00 
6649 Sarah Keys,COMMERCIAL A,141,6649 Sarah Keys LAND TR Fee Owner,"$296,625 ","$98,190 ",$0 ,$0.00 ,$0.00 ,$0.00 
59009 Jason Key Apt. 340,COMMERCIAL A,491,59009 Jason Key Apt. 340 LAND TR Fee Owner,"$418,853 ","$46,707 ",$0 ,$0.00 ,$0.00 ,$0.00 
55860 Nicholas Route,COMMERCIAL B,859,55860 Nicholas Route LAND TR Fee Owner,"$342,169 ","$23,968 ",$0 ,$0.00 ,$0.00 ,$0.00 
30645 Norton Grove,COMMERCIAL B,482,30645 Norton Grove LAND TR Fee Owner,"$433,348 ","$54,007 ",$0 ,$0.00 ,$0.00 ,$0.00 
975 Hatfield Mill,COMMERCIAL A,884,975 Hatfield Mill LAND TR Fee Owner,"$466,864 ","$27,204 ",$0 ,$0.00 ,$0.00 ,$0.00 
21132 Paula Burg,RESIDENTIAL,993,21132 Paula Burg LAND TR Fee Owner,"$286,472 ","$99,317 ",$0 ,$0.00 ,$0.00 ,$0.00 
244 Hogan Inlet Suite 972,COMMERCIAL B,478,244 Hogan Inlet Suite 972 LAND TR Fee Owner,"$933,025 ","$86,899 ",$0 ,$0.00 ,$0.00 ,$0.00 
323 Shepard Vista Apt. 425,RESIDENTIAL,245,323 Shepard Vista Apt. 425 LAND TR Fee Owner,"$481,371 ","$91,447 ",$0 ,$0.00 ,$0.00 ,$0.00 
05677 Courtney Key,RESIDENTIAL,154,05677 Courtney Key LAND TR Fee Owner,"$397,218 ","$20,080 ",$0 ,$0.00 ,$0.00 ,$0.00 
31648 Lisa Brooks,COMMERCIAL A,295,31648 Lisa Brooks LAND TR Fee Owner,"$117,327 ","$38,075 ",$0 ,$0.00 ,$0.00 ,$0.00 
5968 Richard Freeway,COMMERCIAL B,715,5968 Richard Freeway LAND TR Fee Owner,"$255,203 ","$79,689 ",$0 ,$0.00 ,$0.00 ,$0.00 
5575 Daisy Groves,COMMERCIAL B,662,5575 Daisy Groves LAND TR Fee Owner,"$758,043 ","$38,941 ",$0 ,$0.00 ,$0.00 ,$0.00 
942 Jackson Way Suite 128,RESIDENTIAL,272,942 Jackson Way Suite 128 LAND TR Fee Owner,"$356,130 ","$49,845 ",$0 ,$0.00 ,$0.00 ,$0.00 
998 Diana Stream Apt. 763,RESIDENTIAL,823,998 Diana Stream Apt. 763 LAND TR Fee Owner,"$699,954 ","$86,557 ",$0 ,$0.00 ,$0.00 ,$0.00 
4463 Kelly Row,COMMERCIAL B,918,4463 Kelly Row LAND TR Fee Owner,"$611,973 ","$17,271 ",$0 ,$0.00 ,$0.00 ,$0.00 
7388 Velasquez Grove,RESIDENTIAL,126,7388 Velasquez Grove LAND TR Fee Owner,"$149,574 ","$12,908 ",$0 ,$0.00 ,$0.00 ,$0.00 
1457 Robinson Curve Apt. 026,COMMERCIAL B,823,1457 Robinson Curve Apt. 026 LAND TR Fee Owner,"$269,670 ","$58,701 ",$0 ,$0.00 ,$0.00 ,$0.00 
072 Paula Crossroad,RESIDENTIAL,229,072 Paula Crossroad LAND TR Fee Owner,"$266,975 ","$53,537 ",$0 ,$0.00 ,$0.00 ,$0.00 
496 Johnson Harbors,COMMERCIAL A,967,496 Johnson Harbors LAND TR Fee Owner,"$748,298 ","$22,321 ",$0 ,$0.00 ,$0.00 ,$0.00 
042 James Harbors Apt. 544,COMMERCIAL B,733,042 James Harbors Apt. 544 LAND TR Fee Owner,"$625,887 ","$47,306 ",$0 ,$0.00 ,$0.00 ,$0.00 
21501 Janet Wall,RESIDENTIAL,855,21501 Janet Wall LAND TR Fee Owner,"$273,985 ","$90,159 ",$0 ,$0.00 ,$0.00 ,$0.00 
221 Sanchez Glens Suite 293,COMMERCIAL A,467,221 Sanchez Glens Suite 293 LAND TR Fee Owner,"$442,082 ","$49,479 ",$0 ,$0.00 ,$0.00 ,$0.00 
420 Thomas Wall Suite 081,COMMERCIAL A,749,420 Thomas Wall Suite 081 LAND TR Fee Owner,"$314,997 ","$51,939 ",$0 ,$0.00 ,$0.00 ,$0.00 
02062 Russell Expressway Suite 958,COMMERCIAL B,354,02062 Russell Expressway Suite 958 LAND TR Fee Owner,"$939,202 ","$98,200 ",$0 ,$0.00 ,$0.00 ,$0.00 
433 Catherine Mill Apt. 843,COMMERCIAL B,404,433 Catherine Mill Apt. 843 LAND TR Fee Owner,"$874,975 ","$63,358 ",$0 ,$0.00 ,$0.00 ,$0.00 
861 Lee Overpass,COMMERCIAL A,184,861 Lee Overpass LAND TR Fee Owner,"$418,017 ","$17,118 ",$0 ,$0.00 ,$0.00 ,$0.00 
5811 Owens Parkways Apt. 805,RESIDENTIAL,854,5811 Owens Parkways Apt. 805 LAND TR Fee Owner,"$255,943 ","$81,457 ",$0 ,$0.00 ,$0.00 ,$0.00 
4863 Eric Isle,COMMERCIAL B,429,4863 Eric Isle LAND TR Fee Owner,"$232,573 ","$19,363 ",$0 ,$0.00 ,$0.00 ,$0.00 
1499 Leonard Rapid Suite 280,COMMERCIAL A,473,1499 Leonard Rapid Suite 280 LAND TR Fee Owner,"$296,644 ","$59,018 ",$0 ,$0.00 ,$0.00 ,$0.00 
221 Romero Key Suite 924,COMMERCIAL A,391,221 Romero Key Suite 924 LAND TR Fee Owner,"$389,929 ","$90,507 ",$0 ,$0.00 ,$0.00 ,$0.00 
77928 Robert Villages,COMMERCIAL B,348,77928 Robert Villages LAND TR Fee Owner,"$744,293 ","$29,187 ",$0 ,$0.00 ,$0.00 ,$0.00 
465 Summer Way,COMMERCIAL A,753,465 Summer Way LAND TR Fee Owner,"$633,196 ","$26,232 ",$0 ,$0.00 ,$0.00 ,$0.00 
576 Betty Knoll Apt. 440,COMMERCIAL A,700,576 Betty Knoll Apt. 440 LAND TR Fee Owner,"$593,855 ","$45,964 ",$0 ,$0.00 ,$0.00 ,$0.00 
622 Kelly Pine,RESIDENTIAL,900,622 Kelly Pine LAND TR Fee Owner,"$625,106 ","$62,424 ",$0 ,$0.00 ,$0.00 ,$0.00 
77619 Matthew Inlet Apt. 413,COMMERCIAL A,203,77619 Matthew Inlet Apt. 413 LAND TR Fee Owner,"$328,130 ","$34,778 ",$0 ,$0.00 ,$0.00 ,$0.00 
658 Joyce Dale Suite 307,COMMERCIAL A,934,658 Joyce Dale Suite 307 LAND TR Fee Owner,"$914,507 ","$61,943 ",$0 ,$0.00 ,$0.00 ,$0.00 
229 Audrey Ports Suite 486,COMMERCIAL B,449,229 Audrey Ports Suite 486 LAND TR Fee Owner,"$552,426 ","$84,222 ",$0 ,$0.00 ,$0.00 ,$0.00 
418 Scott Crest Apt. 125,RESIDENTIAL,546,418 Scott Crest Apt. 125 LAND TR Fee Owner,"$933,408 ","$82,809 ",$0 ,$0.00 ,$0.00 ,$0.00 
6466 Vaughn Hill Suite 787,RESIDENTIAL,543,6466 Vaughn Hill Suite 787 LAND TR Fee Owner,"$587,066 ","$32,513 ",$0 ,$0.00 ,$0.00 ,$0.00 
8279 Larson Highway,RESIDENTIAL,932,8279 Larson Highway LAND TR Fee Owner,"$211,244 ","$36,629 ",$0 ,$0.00 ,$0.00 ,$0.00 
28636 Katie Overpass,COMMERCIAL A,895,28636 Katie Overpass LAND TR Fee Owner,"$435,521 ","$43,029 ",$0 ,$0.00 ,$0.00 ,$0.00 
4414 Adams Street,COMMERCIAL A,543,4414 Adams Street LAND TR Fee Owner,"$659,258 ","$39,711 ",$0 ,$0.00 ,$0.00 ,$0.00 
73102 Billy Rapids Suite 730,COMMERCIAL B,271,73102 Billy Rapids Suite 730 LAND TR Fee Owner,"$195,288 ","$30,429 ",$0 ,$0.00 ,$0.00 ,$0.00 
2296 Nicholas Wall Apt. 309,RESIDENTIAL,120,2296 Nicholas Wall Apt. 309 LAND TR Fee Owner,"$312,418 ","$57,958 ",$0 ,$0.00 ,$0.00 ,$0.00 
905 Mills Meadow,RESIDENTIAL,995,905 Mills Meadow LAND TR Fee Owner,"$660,334 ","$38,383 ",$0 ,$0.00 ,$0.00 ,$0.00 
490 Sarah Corners Apt. 812,RESIDENTIAL,1000,490 Sarah Corners Apt. 812 LAND TR Fee Owner,"$159,941 ","$95,262 ",$0 ,$0.00 ,$0.00 ,$0.00 
61762 Benjamin Passage,RESIDENTIAL,914,61762 Benjamin Passage LAND TR Fee Owner,"$117,024 ","$40,118 ",$0 ,$0.00 ,$0.00 ,$0.00 
341 Amy Flat Suite 254,COMMERCIAL B,490,341 Amy Flat Suite 254 LAND TR Fee Owner,"$540,919 ","$21,275 ",$0 ,$0.00 ,$0.00 ,$0.00 
82958 Castillo Path Suite 952,COMMERCIAL A,426,82958 Castillo Path Suite 952 LAND TR Fee Owner,"$151,989 ","$26,550 ",$0 ,$0.00 ,$0.00 ,$0.00 
07230 Harris Bypass,COMMERCIAL B,333,07230 Harris Bypass LAND TR Fee Owner,"$727,713 ","$50,286 ",$0 ,$0.00 ,$0.00 ,$0.00 
4203 Kevin Square,RESIDENTIAL,134,4203 Kevin Square LAND TR Fee Owner,"$346,834 ","$21,361 ",$0 ,$0.00 ,$0.00 ,$0.00 
3306 Michael Land,RESIDENTIAL,386,3306 Michael Land LAND TR Fee Owner,"$654,684 ","$65,544 ",$0 ,$0.00 ,$0.00 ,$0.00 
27318 James Harbor,COMMERCIAL A,904,27318 James Harbor LAND TR Fee Owner,"$934,497 ","$48,010 ",$0 ,$0.00 ,$0.00 ,$0.00 
9211 Savannah Courts,RESIDENTIAL,899,9211 Savannah Courts LAND TR Fee Owner,"$978,132 ","$79,804 ",$0 ,$0.00 ,$0.00 ,$0.00 
34849 Jones Viaduct Apt. 156,COMMERCIAL A,536,34849 Jones Viaduct Apt. 156 LAND TR Fee Owner,"$606,085 ","$32,818 ",$0 ,$0.00 ,$0.00 ,$0.00 
29408 Vasquez Station,COMMERCIAL A,878,29408 Vasquez Station LAND TR Fee Owner,"$180,915 ","$26,723 ",$0 ,$0.00 ,$0.00 ,$0.00 
37521 Angela Course Apt. 546,COMMERCIAL A,771,37521 Angela Course Apt. 546 LAND TR Fee Owner,"$613,656 ","$89,296 ",$0 ,$0.00 ,$0.00 ,$0.00 
67648 Brandon Mall,COMMERCIAL B,714,67648 Brandon Mall LAND TR Fee Owner,"$783,374 ","$26,277 ",$0 ,$0.00 ,$0.00 ,$0.00 
70875 Stanley Divide,RESIDENTIAL,795,70875 Stanley Divide LAND TR Fee Owner,"$555,129 ","$88,938 ",$0 ,$0.00 ,$0.00 ,$0.00 
959 Brown Center,RESIDENTIAL,568,959 Brown Center LAND TR Fee Owner,"$150,792 ","$63,938 ",$0 ,$0.00 ,$0.00 ,$0.00 
7883 Nicholas Loaf,RESIDENTIAL,711,7883 Nicholas Loaf LAND TR Fee Owner,"$423,286 ","$37,849 ",$0 ,$0.00 ,$0.00 ,$0.00 
138 Barrera Forges Apt. 625,RESIDENTIAL,177,138 Barrera Forges Apt. 625 LAND TR Fee Owner,"$492,493 ","$40,353 ",$0 ,$0.00 ,$0.00 ,$0.00 
811 Richard Route Apt. 987,COMMERCIAL B,728,811 Richard Route Apt. 987 LAND TR Fee Owner,"$609,344 ","$23,774 ",$0 ,$0.00 ,$0.00 ,$0.00 
2764 Jeremy Mills,COMMERCIAL B,148,2764 Jeremy Mills LAND TR Fee Owner,"$480,806 ","$55,292 ",$0 ,$0.00 ,$0.00 ,$0.00 
91472 Perry Loop,RESIDENTIAL,960,91472 Perry Loop LAND TR Fee Owner,"$891,509 ","$77,043 ",$0 ,$0.00 ,$0.00 ,$0.00 
7472 Newton Roads Suite 437,RESIDENTIAL,478,7472 Newton Roads Suite 437 LAND TR Fee Owner,"$104,043 ","$40,554 ",$0 ,$0.00 ,$0.00 ,$0.00 
5746 Charles Inlet Apt. 995,COMMERCIAL B,772,5746 Charles Inlet Apt. 995 LAND TR Fee Owner,"$773,412 ","$92,507 ",$0 ,$0.00 ,$0.00 ,$0.00 
2881 Alexander Forge Suite 307,COMMERCIAL A,833,2881 Alexander Forge Suite 307 LAND TR Fee Owner,"$989,793 ","$21,149 ",$0 ,$0.00 ,$0.00 ,$0.00 
4987 Brooks Hill Apt. 291,COMMERCIAL A,359,4987 Brooks Hill Apt. 291 LAND TR Fee Owner,"$431,722 ","$90,790 ",$0 ,$0.00 ,$0.00 ,$0.00 
14281 Lawson Street,RESIDENTIAL,530,14281 Lawson Street LAND TR Fee Owner,"$538,671 ","$50,060 ",$0 ,$0.00 ,$0.00 ,$0.00 
66727 Maynard Route,COMMERCIAL B,112,66727 Maynard Route LAND TR Fee Owner,"$807,603 ","$86,447 ",$0 ,$0.00 ,$0.00 ,$0.00 
28634 Garcia Lodge Suite 879,RESIDENTIAL,654,28634 Garcia Lodge Suite 879 LAND TR Fee Owner,"$801,882 ","$91,875 ",$0 ,$0.00 ,$0.00 ,$0.00 
0342 William Spring Suite 311,RESIDENTIAL,663,0342 William Spring Suite 311 LAND TR Fee Owner,"$196,719 ","$59,950 ",$0 ,$0.00 ,$0.00 ,$0.00 
6472 Garner Mountains Apt. 457,COMMERCIAL A,179,6472 Garner Mountains Apt. 457 LAND TR Fee Owner,"$213,337 ","$27,625 ",$0 ,$0.00 ,$0.00 ,$0.00 
03093 Denise Spurs Apt. 538,COMMERCIAL A,920,03093 Denise Spurs Apt. 538 LAND TR Fee Owner,"$321,025 ","$75,148 ",$0 ,$0.00 ,$0.00 ,$0.00 
016 Douglas Ferry,RESIDENTIAL,746,016 Douglas Ferry LAND TR Fee Owner,"$803,414 ","$97,049 ",$0 ,$0.00 ,$0.00 ,$0.00 
99165 Cynthia Spring Suite 549,COMMERCIAL B,855,99165 Cynthia Spring Suite 549 LAND TR Fee Owner,"$954,025 ","$92,664 ",$0 ,$0.00 ,$0.00 ,$0.00 
5487 Matthew Terrace Apt. 123,COMMERCIAL A,316,5487 Matthew Terrace Apt. 123 LAND TR Fee Owner,"$363,132 ","$34,326 ",$0 ,$0.00 ,$0.00 ,$0.00 
0407 Rodriguez Ville Apt. 592,COMMERCIAL B,215,0407 Rodriguez Ville Apt. 592 LAND TR Fee Owner,"$623,582 ","$32,050 ",$0 ,$0.00 ,$0.00 ,$0.00 
01421 Walker Manor,RESIDENTIAL,215,01421 Walker Manor LAND TR Fee Owner,"$637,998 ","$10,765 ",$0 ,$0.00 ,$0.00 ,$0.00 
8386 Santos Flat Apt. 357,COMMERCIAL B,585,8386 Santos Flat Apt. 357 LAND TR Fee Owner,"$209,566 ","$89,693 ",$0 ,$0.00 ,$0.00 ,$0.00 
499 Samantha Isle Apt. 458,COMMERCIAL A,767,499 Samantha Isle Apt. 458 LAND TR Fee Owner,"$887,545 ","$32,208 ",$0 ,$0.00 ,$0.00 ,$0.00 
74030 Sanchez Oval Suite 627,RESIDENTIAL,821,74030 Sanchez Oval Suite 627 LAND TR Fee Owner,"$157,648 ","$36,194 ",$0 ,$0.00 ,$0.00 ,$0.00 
649 Michael Ville Apt. 573,RESIDENTIAL,453,649 Michael Ville Apt. 573 LAND TR Fee Owner,"$374,866 ","$97,990 ",$0 ,$0.00 ,$0.00 ,$0.00 
75041 Flores Light Apt. 236,COMMERCIAL A,430,75041 Flores Light Apt. 236 LAND TR Fee Owner,"$115,346 ","$71,572 ",$0 ,$0.00 ,$0.00 ,$0.00 
6673 Roberto Ports,COMMERCIAL A,221,6673 Roberto Ports LAND TR Fee Owner,"$413,030 ","$53,318 ",$0 ,$0.00 ,$0.00 ,$0.00 
2787 Alvarado Walk Apt. 090,RESIDENTIAL,143,2787 Alvarado Walk Apt. 090 LAND TR Fee Owner,"$279,451 ","$52,113 ",$0 ,$0.00 ,$0.00 ,$0.00 
731 Gutierrez Trail,RESIDENTIAL,990,731 Gutierrez Trail LAND TR Fee Owner,"$163,725 ","$10,180 ",$0 ,$0.00 ,$0.00 ,$0.00 
3528 Rachel Expressway,COMMERCIAL A,338,3528 Rachel Expressway LAND TR Fee Owner,"$232,208 ","$59,086 ",$0 ,$0.00 ,$0.00 ,$0.00 
