Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
8304 MAIN ST,COMMERCIAL A,"3,004",8304 MAIN ST LAND TR Fee Owner,"$786,382","$8,398",$0,$0.00,$0.00,$0.00
1304 MAIN ST,COMMERCIAL B,"9,385",1304 MAIN ST LAND TR Fee Owner,"$737,440","$94,441",$0,$0.00,$0.00,$0.00
1340 MAIN ST,RESIDENTIAL B,"6,288",1340 MAIN ST LAND TR Fee Owner,"$633,598","$112,781",$0,$0.00,$0.00,$0.00
8663 MAIN ST,COMMERCIAL A,"2,808",8663 MAIN ST LAND TR Fee Owner,"$294,670","$80,970",$0,$0.00,$0.00,$0.00
1234 MAIN ST,RESIDENTIAL B,"4,701",1234 MAIN ST LAND TR Fee Owner,"$495,222","$191,855",$0,$0.00,$0.00,$0.00
5861 MAIN ST,RESIDENTIAL B,"3,259",5861 MAIN ST LAND TR Fee Owner,"$363,734","$101,501",$0,$0.00,$0.00,$0.00
8132 MAIN ST,RESIDENTIAL B,"5,494",8132 MAIN ST LAND TR Fee Owner,"$612,096","$124,017",$0,$0.00,$0.00,$0.00
5260 MAIN ST,COMMERCIAL B,"5,130",5260 MAIN ST LAND TR Fee Owner,"$706,561","$170,684",$0,$0.00,$0.00,$0.00
6551 MAIN ST,COMMERCIAL A,"6,171",6551 MAIN ST LAND TR Fee Owner,"$931,350","$10,244",$0,$0.00,$0.00,$0.00
1661 MAIN ST,RESIDENTIAL B,"6,543",1661 MAIN ST LAND TR Fee Owner,"$149,236","$118,668",$0,$0.00,$0.00,$0.00
5237 MAIN ST,COMMERCIAL A,"7,387",5237 MAIN ST LAND TR Fee Owner,"$775,191","$24,257",$0,$0.00,$0.00,$0.00
9833 MAIN ST,COMMERCIAL A,"7,669",9833 MAIN ST LAND TR Fee Owner,"$496,191","$117,982",$0,$0.00,$0.00,$0.00
4901 MAIN ST,COMMERCIAL B,"6,065",4901 MAIN ST LAND TR Fee Owner,"$540,428","$111,040",$0,$0.00,$0.00,$0.00
9017 MAIN ST,COMMERCIAL A,"9,912",9017 MAIN ST LAND TR Fee Owner,"$540,512","$187,040",$0,$0.00,$0.00,$0.00
5590 MAIN ST,RESIDENTIAL A,"2,426",5590 MAIN ST LAND TR Fee Owner,"$557,826","$165,316",$0,$0.00,$0.00,$0.00
6940 MAIN ST,RESIDENTIAL B,"1,152",6940 MAIN ST LAND TR Fee Owner,"$256,766","$12,338",$0,$0.00,$0.00,$0.00
7350 MAIN ST,RESIDENTIAL A,"6,629",7350 MAIN ST LAND TR Fee Owner,"$751,426","$24,694",$0,$0.00,$0.00,$0.00
6384 MAIN ST,COMMERCIAL A,"3,388",6384 MAIN ST LAND TR Fee Owner,"$469,613","$33,378",$0,$0.00,$0.00,$0.00
2709 MAIN ST,COMMERCIAL B,"8,305",2709 MAIN ST LAND TR Fee Owner,"$546,157","$188,055",$0,$0.00,$0.00,$0.00
6884 MAIN ST,COMMERCIAL A,"5,688",6884 MAIN ST LAND TR Fee Owner,"$441,186","$79,183",$0,$0.00,$0.00,$0.00
4026 MAIN ST,COMMERCIAL A,"8,133",4026 MAIN ST LAND TR Fee Owner,"$398,044","$71,031",$0,$0.00,$0.00,$0.00
9699 MAIN ST,COMMERCIAL B,"5,936",9699 MAIN ST LAND TR Fee Owner,"$445,256","$121,168",$0,$0.00,$0.00,$0.00
2382 MAIN ST,RESIDENTIAL A,"7,878",2382 MAIN ST LAND TR Fee Owner,"$928,146","$126,412",$0,$0.00,$0.00,$0.00
6022 MAIN ST,COMMERCIAL B,"2,001",6022 MAIN ST LAND TR Fee Owner,"$131,405","$143,497",$0,$0.00,$0.00,$0.00
6016 MAIN ST,COMMERCIAL B,"3,854",6016 MAIN ST LAND TR Fee Owner,"$170,312","$160,179",$0,$0.00,$0.00,$0.00
7912 MAIN ST,COMMERCIAL B,"6,262",7912 MAIN ST LAND TR Fee Owner,"$844,231","$64,358",$0,$0.00,$0.00,$0.00
8149 MAIN ST,COMMERCIAL A,"3,738",8149 MAIN ST LAND TR Fee Owner,"$457,427","$162,580",$0,$0.00,$0.00,$0.00
8066 MAIN ST,COMMERCIAL B,"9,521",8066 MAIN ST LAND TR Fee Owner,"$247,934","$120,293",$0,$0.00,$0.00,$0.00
7914 MAIN ST,COMMERCIAL B,"8,792",7914 MAIN ST LAND TR Fee Owner,"$467,974","$137,699",$0,$0.00,$0.00,$0.00
3717 MAIN ST,RESIDENTIAL A,"7,461",3717 MAIN ST LAND TR Fee Owner,"$444,754","$15,973",$0,$0.00,$0.00,$0.00
3878 MAIN ST,RESIDENTIAL A,"2,680",3878 MAIN ST LAND TR Fee Owner,"$263,995","$132,620",$0,$0.00,$0.00,$0.00
5510 MAIN ST,COMMERCIAL A,"4,212",5510 MAIN ST LAND TR Fee Owner,"$731,072","$47,337",$0,$0.00,$0.00,$0.00
2839 MAIN ST,COMMERCIAL B,"3,005",2839 MAIN ST LAND TR Fee Owner,"$574,554","$87,817",$0,$0.00,$0.00,$0.00
6189 MAIN ST,RESIDENTIAL A,"1,092",6189 MAIN ST LAND TR Fee Owner,"$533,725","$58,871",$0,$0.00,$0.00,$0.00
3660 MAIN ST,COMMERCIAL A,"5,189",3660 MAIN ST LAND TR Fee Owner,"$344,953","$153,341",$0,$0.00,$0.00,$0.00
2869 MAIN ST,COMMERCIAL B,"6,270",2869 MAIN ST LAND TR Fee Owner,"$412,026","$127,620",$0,$0.00,$0.00,$0.00
7005 MAIN ST,COMMERCIAL A,"5,418",7005 MAIN ST LAND TR Fee Owner,"$160,943","$130,611",$0,$0.00,$0.00,$0.00
2812 MAIN ST,COMMERCIAL B,"3,522",2812 MAIN ST LAND TR Fee Owner,"$298,750","$79,978",$0,$0.00,$0.00,$0.00
7701 MAIN ST,COMMERCIAL A,"8,934",7701 MAIN ST LAND TR Fee Owner,"$183,600","$169,115",$0,$0.00,$0.00,$0.00
3638 MAIN ST,COMMERCIAL A,"2,544",3638 MAIN ST LAND TR Fee Owner,"$536,396","$62,208",$0,$0.00,$0.00,$0.00
9931 MAIN ST,RESIDENTIAL A,"9,197",9931 MAIN ST LAND TR Fee Owner,"$533,363","$136,603",$0,$0.00,$0.00,$0.00
2491 MAIN ST,COMMERCIAL B,"7,230",2491 MAIN ST LAND TR Fee Owner,"$585,249","$122,142",$0,$0.00,$0.00,$0.00
3489 MAIN ST,RESIDENTIAL B,"1,170",3489 MAIN ST LAND TR Fee Owner,"$408,229","$143,343",$0,$0.00,$0.00,$0.00
2291 MAIN ST,RESIDENTIAL B,"1,205",2291 MAIN ST LAND TR Fee Owner,"$143,756","$28,757",$0,$0.00,$0.00,$0.00
9719 MAIN ST,COMMERCIAL B,"3,759",9719 MAIN ST LAND TR Fee Owner,"$510,994","$31,908",$0,$0.00,$0.00,$0.00
5783 MAIN ST,COMMERCIAL B,"4,766",5783 MAIN ST LAND TR Fee Owner,"$162,647","$45,397",$0,$0.00,$0.00,$0.00
5120 MAIN ST,COMMERCIAL A,"9,832",5120 MAIN ST LAND TR Fee Owner,"$506,942","$51,697",$0,$0.00,$0.00,$0.00
1994 MAIN ST,RESIDENTIAL B,"7,338",1994 MAIN ST LAND TR Fee Owner,"$989,480","$100,543",$0,$0.00,$0.00,$0.00
3168 MAIN ST,RESIDENTIAL A,"4,440",3168 MAIN ST LAND TR Fee Owner,"$963,284","$189,355",$0,$0.00,$0.00,$0.00
3510 MAIN ST,COMMERCIAL B,"2,101",3510 MAIN ST LAND TR Fee Owner,"$78,550","$146,334",$0,$0.00,$0.00,$0.00
9677 MAIN ST,RESIDENTIAL A,"1,888",9677 MAIN ST LAND TR Fee Owner,"$805,781","$74,827",$0,$0.00,$0.00,$0.00
7259 MAIN ST,COMMERCIAL A,"9,748",7259 MAIN ST LAND TR Fee Owner,"$383,672","$32,215",$0,$0.00,$0.00,$0.00
4034 MAIN ST,COMMERCIAL B,"8,010",4034 MAIN ST LAND TR Fee Owner,"$686,535","$113,765",$0,$0.00,$0.00,$0.00
7669 MAIN ST,COMMERCIAL B,"2,068",7669 MAIN ST LAND TR Fee Owner,"$171,801","$178,604",$0,$0.00,$0.00,$0.00
9530 MAIN ST,RESIDENTIAL A,"7,837",9530 MAIN ST LAND TR Fee Owner,"$165,894","$173,070",$0,$0.00,$0.00,$0.00
5988 MAIN ST,RESIDENTIAL B,"8,801",5988 MAIN ST LAND TR Fee Owner,"$905,734","$86,496",$0,$0.00,$0.00,$0.00
6248 MAIN ST,RESIDENTIAL A,"2,695",6248 MAIN ST LAND TR Fee Owner,"$689,787","$56,974",$0,$0.00,$0.00,$0.00
6907 MAIN ST,RESIDENTIAL A,"1,776",6907 MAIN ST LAND TR Fee Owner,"$126,224","$189,553",$0,$0.00,$0.00,$0.00
1636 MAIN ST,RESIDENTIAL A,"1,087",1636 MAIN ST LAND TR Fee Owner,"$542,197","$123,826",$0,$0.00,$0.00,$0.00
8275 MAIN ST,RESIDENTIAL B,"5,066",8275 MAIN ST LAND TR Fee Owner,"$950,884","$162,190",$0,$0.00,$0.00,$0.00
6489 MAIN ST,RESIDENTIAL A,"7,175",6489 MAIN ST LAND TR Fee Owner,"$89,448","$37,581",$0,$0.00,$0.00,$0.00
4856 MAIN ST,COMMERCIAL A,"1,391",4856 MAIN ST LAND TR Fee Owner,"$953,241","$71,849",$0,$0.00,$0.00,$0.00
3815 MAIN ST,RESIDENTIAL A,"7,664",3815 MAIN ST LAND TR Fee Owner,"$702,696","$124,693",$0,$0.00,$0.00,$0.00
5767 MAIN ST,COMMERCIAL B,"7,967",5767 MAIN ST LAND TR Fee Owner,"$72,461","$112,600",$0,$0.00,$0.00,$0.00
2334 MAIN ST,RESIDENTIAL B,"4,262",2334 MAIN ST LAND TR Fee Owner,"$706,676","$75,332",$0,$0.00,$0.00,$0.00
3433 MAIN ST,RESIDENTIAL A,"6,144",3433 MAIN ST LAND TR Fee Owner,"$281,325","$66,444",$0,$0.00,$0.00,$0.00
5411 MAIN ST,COMMERCIAL B,"6,407",5411 MAIN ST LAND TR Fee Owner,"$411,056","$40,199",$0,$0.00,$0.00,$0.00
1859 MAIN ST,COMMERCIAL A,"3,539",1859 MAIN ST LAND TR Fee Owner,"$288,802","$197,014",$0,$0.00,$0.00,$0.00
8992 MAIN ST,COMMERCIAL A,"7,667",8992 MAIN ST LAND TR Fee Owner,"$125,788","$78,117",$0,$0.00,$0.00,$0.00
1982 MAIN ST,RESIDENTIAL A,"4,038",1982 MAIN ST LAND TR Fee Owner,"$112,052","$26,780",$0,$0.00,$0.00,$0.00
3022 MAIN ST,COMMERCIAL A,"8,045",3022 MAIN ST LAND TR Fee Owner,"$703,726","$175,623",$0,$0.00,$0.00,$0.00
6453 MAIN ST,RESIDENTIAL B,"7,822",6453 MAIN ST LAND TR Fee Owner,"$978,924","$30,571",$0,$0.00,$0.00,$0.00
3177 MAIN ST,RESIDENTIAL B,"6,610",3177 MAIN ST LAND TR Fee Owner,"$854,899","$125,689",$0,$0.00,$0.00,$0.00
3082 MAIN ST,RESIDENTIAL A,"9,904",3082 MAIN ST LAND TR Fee Owner,"$381,895","$12,633",$0,$0.00,$0.00,$0.00
1663 MAIN ST,RESIDENTIAL A,"2,950",1663 MAIN ST LAND TR Fee Owner,"$711,191","$31,668",$0,$0.00,$0.00,$0.00
8432 MAIN ST,RESIDENTIAL A,"4,417",8432 MAIN ST LAND TR Fee Owner,"$908,275","$77,681",$0,$0.00,$0.00,$0.00
6860 MAIN ST,COMMERCIAL A,"2,758",6860 MAIN ST LAND TR Fee Owner,"$354,942","$146,652",$0,$0.00,$0.00,$0.00
7288 MAIN ST,COMMERCIAL B,"6,702",7288 MAIN ST LAND TR Fee Owner,"$220,471","$181,776",$0,$0.00,$0.00,$0.00
7979 MAIN ST,COMMERCIAL B,"1,878",7979 MAIN ST LAND TR Fee Owner,"$561,394","$181,178",$0,$0.00,$0.00,$0.00
7536 MAIN ST,RESIDENTIAL B,"4,593",7536 MAIN ST LAND TR Fee Owner,"$250,720","$36,614",$0,$0.00,$0.00,$0.00
9280 MAIN ST,RESIDENTIAL B,"3,471",9280 MAIN ST LAND TR Fee Owner,"$790,075","$138,293",$0,$0.00,$0.00,$0.00
7516 MAIN ST,RESIDENTIAL B,"8,672",7516 MAIN ST LAND TR Fee Owner,"$851,205","$122,929",$0,$0.00,$0.00,$0.00
1696 MAIN ST,COMMERCIAL A,"2,751",1696 MAIN ST LAND TR Fee Owner,"$674,811","$132,618",$0,$0.00,$0.00,$0.00
7522 MAIN ST,RESIDENTIAL A,"9,588",7522 MAIN ST LAND TR Fee Owner,"$416,467","$62,986",$0,$0.00,$0.00,$0.00
7510 MAIN ST,RESIDENTIAL B,"1,081",7510 MAIN ST LAND TR Fee Owner,"$680,469","$152,557",$0,$0.00,$0.00,$0.00
9546 MAIN ST,RESIDENTIAL A,"2,881",9546 MAIN ST LAND TR Fee Owner,"$911,020","$64,214",$0,$0.00,$0.00,$0.00
7033 MAIN ST,RESIDENTIAL B,"5,830",7033 MAIN ST LAND TR Fee Owner,"$770,848","$171,906",$0,$0.00,$0.00,$0.00
2298 MAIN ST,COMMERCIAL B,"4,594",2298 MAIN ST LAND TR Fee Owner,"$958,303","$12,678",$0,$0.00,$0.00,$0.00
2453 MAIN ST,RESIDENTIAL A,"4,039",2453 MAIN ST LAND TR Fee Owner,"$174,034","$191,722",$0,$0.00,$0.00,$0.00
9331 MAIN ST,RESIDENTIAL A,"9,431",9331 MAIN ST LAND TR Fee Owner,"$244,793","$168,037",$0,$0.00,$0.00,$0.00
2330 MAIN ST,RESIDENTIAL B,"5,514",2330 MAIN ST LAND TR Fee Owner,"$585,774","$196,728",$0,$0.00,$0.00,$0.00
5698 MAIN ST,COMMERCIAL A,"2,722",5698 MAIN ST LAND TR Fee Owner,"$960,790","$83,323",$0,$0.00,$0.00,$0.00
8540 MAIN ST,COMMERCIAL A,"3,314",8540 MAIN ST LAND TR Fee Owner,"$718,011","$158,011",$0,$0.00,$0.00,$0.00
1707 MAIN ST,RESIDENTIAL A,"8,196",1707 MAIN ST LAND TR Fee Owner,"$351,807","$68,790",$0,$0.00,$0.00,$0.00
2105 MAIN ST,COMMERCIAL A,"6,696",2105 MAIN ST LAND TR Fee Owner,"$98,140","$96,320",$0,$0.00,$0.00,$0.00
8979 MAIN ST,COMMERCIAL B,"5,111",8979 MAIN ST LAND TR Fee Owner,"$615,063","$5,212",$0,$0.00,$0.00,$0.00
7133 MAIN ST,RESIDENTIAL B,"2,147",7133 MAIN ST LAND TR Fee Owner,"$656,343","$10,037",$0,$0.00,$0.00,$0.00
8517 MAIN ST,COMMERCIAL A,"3,997",8517 MAIN ST LAND TR Fee Owner,"$791,968","$89,982",$0,$0.00,$0.00,$0.00
1021 MAIN ST,COMMERCIAL A,"8,097",1021 MAIN ST LAND TR Fee Owner,"$592,364","$192,943",$0,$0.00,$0.00,$0.00
2612 MAIN ST,RESIDENTIAL B,"2,676",2612 MAIN ST LAND TR Fee Owner,"$469,120","$105,420",$0,$0.00,$0.00,$0.00
2530 MAIN ST,COMMERCIAL A,"7,319",2530 MAIN ST LAND TR Fee Owner,"$927,574","$41,700",$0,$0.00,$0.00,$0.00
6042 MAIN ST,COMMERCIAL B,"9,856",6042 MAIN ST LAND TR Fee Owner,"$298,032","$162,949",$0,$0.00,$0.00,$0.00
2835 MAIN ST,RESIDENTIAL A,"7,956",2835 MAIN ST LAND TR Fee Owner,"$783,316","$115,576",$0,$0.00,$0.00,$0.00
4927 MAIN ST,COMMERCIAL A,"5,640",4927 MAIN ST LAND TR Fee Owner,"$235,146","$171,971",$0,$0.00,$0.00,$0.00
9780 MAIN ST,COMMERCIAL B,"3,565",9780 MAIN ST LAND TR Fee Owner,"$983,910","$98,619",$0,$0.00,$0.00,$0.00
2923 MAIN ST,RESIDENTIAL B,"3,503",2923 MAIN ST LAND TR Fee Owner,"$599,712","$80,040",$0,$0.00,$0.00,$0.00
9091 MAIN ST,RESIDENTIAL A,"2,260",9091 MAIN ST LAND TR Fee Owner,"$652,417","$57,065",$0,$0.00,$0.00,$0.00
7531 MAIN ST,COMMERCIAL A,"6,768",7531 MAIN ST LAND TR Fee Owner,"$281,327","$17,664",$0,$0.00,$0.00,$0.00
9192 MAIN ST,COMMERCIAL A,"8,516",9192 MAIN ST LAND TR Fee Owner,"$366,366","$123,228",$0,$0.00,$0.00,$0.00
9996 MAIN ST,RESIDENTIAL A,"5,489",9996 MAIN ST LAND TR Fee Owner,"$197,707","$196,526",$0,$0.00,$0.00,$0.00
3864 MAIN ST,RESIDENTIAL B,"4,772",3864 MAIN ST LAND TR Fee Owner,"$431,913","$49,477",$0,$0.00,$0.00,$0.00
8249 MAIN ST,RESIDENTIAL B,"9,617",8249 MAIN ST LAND TR Fee Owner,"$388,287","$32,780",$0,$0.00,$0.00,$0.00
8780 MAIN ST,RESIDENTIAL A,"7,659",8780 MAIN ST LAND TR Fee Owner,"$822,096","$151,965",$0,$0.00,$0.00,$0.00
1748 MAIN ST,RESIDENTIAL B,"9,630",1748 MAIN ST LAND TR Fee Owner,"$190,275","$138,863",$0,$0.00,$0.00,$0.00
5886 MAIN ST,COMMERCIAL A,"1,288",5886 MAIN ST LAND TR Fee Owner,"$201,720","$96,606",$0,$0.00,$0.00,$0.00
8628 MAIN ST,RESIDENTIAL B,"4,791",8628 MAIN ST LAND TR Fee Owner,"$158,549","$83,026",$0,$0.00,$0.00,$0.00
7250 MAIN ST,RESIDENTIAL B,"1,353",7250 MAIN ST LAND TR Fee Owner,"$295,526","$37,428",$0,$0.00,$0.00,$0.00
1063 MAIN ST,COMMERCIAL B,"9,271",1063 MAIN ST LAND TR Fee Owner,"$407,665","$149,987",$0,$0.00,$0.00,$0.00
9789 MAIN ST,RESIDENTIAL A,"3,538",9789 MAIN ST LAND TR Fee Owner,"$83,573","$84,781",$0,$0.00,$0.00,$0.00
3783 MAIN ST,COMMERCIAL B,"1,052",3783 MAIN ST LAND TR Fee Owner,"$87,773","$113,532",$0,$0.00,$0.00,$0.00
1783 MAIN ST,RESIDENTIAL B,"9,806",1783 MAIN ST LAND TR Fee Owner,"$59,102","$129,900",$0,$0.00,$0.00,$0.00
9916 MAIN ST,COMMERCIAL A,"7,898",9916 MAIN ST LAND TR Fee Owner,"$627,910","$132,748",$0,$0.00,$0.00,$0.00
5873 MAIN ST,RESIDENTIAL B,"6,245",5873 MAIN ST LAND TR Fee Owner,"$648,602","$112,449",$0,$0.00,$0.00,$0.00
6992 MAIN ST,COMMERCIAL B,"1,208",6992 MAIN ST LAND TR Fee Owner,"$767,699","$14,373",$0,$0.00,$0.00,$0.00
5082 MAIN ST,RESIDENTIAL A,"3,257",5082 MAIN ST LAND TR Fee Owner,"$208,397","$58,007",$0,$0.00,$0.00,$0.00
3262 MAIN ST,RESIDENTIAL A,"5,679",3262 MAIN ST LAND TR Fee Owner,"$693,764","$108,725",$0,$0.00,$0.00,$0.00
4028 MAIN ST,COMMERCIAL A,"8,624",4028 MAIN ST LAND TR Fee Owner,"$482,262","$25,466",$0,$0.00,$0.00,$0.00
1764 MAIN ST,RESIDENTIAL B,"7,369",1764 MAIN ST LAND TR Fee Owner,"$252,137","$170,532",$0,$0.00,$0.00,$0.00
5388 MAIN ST,RESIDENTIAL A,"3,627",5388 MAIN ST LAND TR Fee Owner,"$199,284","$48,898",$0,$0.00,$0.00,$0.00
1367 MAIN ST,RESIDENTIAL A,"1,345",1367 MAIN ST LAND TR Fee Owner,"$727,007","$175,080",$0,$0.00,$0.00,$0.00
1285 MAIN ST,RESIDENTIAL A,"4,353",1285 MAIN ST LAND TR Fee Owner,"$621,020","$125,325",$0,$0.00,$0.00,$0.00
1945 MAIN ST,RESIDENTIAL A,"2,497",1945 MAIN ST LAND TR Fee Owner,"$159,973","$131,417",$0,$0.00,$0.00,$0.00
4030 MAIN ST,RESIDENTIAL A,"7,924",4030 MAIN ST LAND TR Fee Owner,"$131,153","$70,055",$0,$0.00,$0.00,$0.00
6341 MAIN ST,COMMERCIAL B,"7,388",6341 MAIN ST LAND TR Fee Owner,"$859,526","$104,771",$0,$0.00,$0.00,$0.00
5570 MAIN ST,RESIDENTIAL A,"3,823",5570 MAIN ST LAND TR Fee Owner,"$265,749","$182,558",$0,$0.00,$0.00,$0.00
5019 MAIN ST,RESIDENTIAL B,"2,883",5019 MAIN ST LAND TR Fee Owner,"$235,037","$71,089",$0,$0.00,$0.00,$0.00
8981 MAIN ST,COMMERCIAL B,"6,291",8981 MAIN ST LAND TR Fee Owner,"$419,801","$171,286",$0,$0.00,$0.00,$0.00
3106 MAIN ST,RESIDENTIAL B,"9,646",3106 MAIN ST LAND TR Fee Owner,"$833,145","$88,242",$0,$0.00,$0.00,$0.00
8129 MAIN ST,COMMERCIAL A,"3,657",8129 MAIN ST LAND TR Fee Owner,"$949,191","$83,500",$0,$0.00,$0.00,$0.00
2275 MAIN ST,RESIDENTIAL B,"5,935",2275 MAIN ST LAND TR Fee Owner,"$999,785","$35,272",$0,$0.00,$0.00,$0.00
9497 MAIN ST,RESIDENTIAL B,"5,118",9497 MAIN ST LAND TR Fee Owner,"$800,965","$63,102",$0,$0.00,$0.00,$0.00
5964 MAIN ST,COMMERCIAL B,"3,026",5964 MAIN ST LAND TR Fee Owner,"$915,734","$119,792",$0,$0.00,$0.00,$0.00
8158 MAIN ST,RESIDENTIAL B,"6,112",8158 MAIN ST LAND TR Fee Owner,"$757,201","$140,474",$0,$0.00,$0.00,$0.00
3147 MAIN ST,COMMERCIAL B,"1,367",3147 MAIN ST LAND TR Fee Owner,"$73,845","$98,097",$0,$0.00,$0.00,$0.00
6551 MAIN ST,RESIDENTIAL A,"8,003",6551 MAIN ST LAND TR Fee Owner,"$171,280","$80,514",$0,$0.00,$0.00,$0.00
3930 MAIN ST,COMMERCIAL B,"4,424",3930 MAIN ST LAND TR Fee Owner,"$151,561","$42,077",$0,$0.00,$0.00,$0.00
9750 MAIN ST,COMMERCIAL B,"2,196",9750 MAIN ST LAND TR Fee Owner,"$324,729","$121,347",$0,$0.00,$0.00,$0.00
7223 MAIN ST,RESIDENTIAL B,"2,168",7223 MAIN ST LAND TR Fee Owner,"$811,871","$56,988",$0,$0.00,$0.00,$0.00
5362 MAIN ST,COMMERCIAL A,"8,991",5362 MAIN ST LAND TR Fee Owner,"$126,174","$96,837",$0,$0.00,$0.00,$0.00
2615 MAIN ST,RESIDENTIAL B,"3,272",2615 MAIN ST LAND TR Fee Owner,"$767,805","$146,266",$0,$0.00,$0.00,$0.00
9091 MAIN ST,COMMERCIAL B,"6,893",9091 MAIN ST LAND TR Fee Owner,"$498,291","$135,940",$0,$0.00,$0.00,$0.00
6823 MAIN ST,RESIDENTIAL B,"1,001",6823 MAIN ST LAND TR Fee Owner,"$201,007","$158,931",$0,$0.00,$0.00,$0.00
9354 MAIN ST,RESIDENTIAL A,"6,630",9354 MAIN ST LAND TR Fee Owner,"$262,959","$172,308",$0,$0.00,$0.00,$0.00
9475 MAIN ST,COMMERCIAL A,"3,751",9475 MAIN ST LAND TR Fee Owner,"$995,430","$42,528",$0,$0.00,$0.00,$0.00
5400 MAIN ST,RESIDENTIAL B,"2,221",5400 MAIN ST LAND TR Fee Owner,"$181,453","$165,186",$0,$0.00,$0.00,$0.00
9017 MAIN ST,RESIDENTIAL A,"2,378",9017 MAIN ST LAND TR Fee Owner,"$882,561","$160,014",$0,$0.00,$0.00,$0.00
5913 MAIN ST,RESIDENTIAL B,"5,435",5913 MAIN ST LAND TR Fee Owner,"$315,152","$139,329",$0,$0.00,$0.00,$0.00
7918 MAIN ST,RESIDENTIAL A,"5,840",7918 MAIN ST LAND TR Fee Owner,"$762,856","$35,273",$0,$0.00,$0.00,$0.00
6096 MAIN ST,RESIDENTIAL A,"4,827",6096 MAIN ST LAND TR Fee Owner,"$405,051","$31,498",$0,$0.00,$0.00,$0.00
3739 MAIN ST,COMMERCIAL A,"9,462",3739 MAIN ST LAND TR Fee Owner,"$323,062","$44,657",$0,$0.00,$0.00,$0.00
6054 MAIN ST,COMMERCIAL B,"8,612",6054 MAIN ST LAND TR Fee Owner,"$366,608","$121,660",$0,$0.00,$0.00,$0.00
8871 MAIN ST,COMMERCIAL B,"8,918",8871 MAIN ST LAND TR Fee Owner,"$427,269","$54,086",$0,$0.00,$0.00,$0.00
4616 MAIN ST,RESIDENTIAL A,"2,335",4616 MAIN ST LAND TR Fee Owner,"$920,777","$118,681",$0,$0.00,$0.00,$0.00
8026 MAIN ST,RESIDENTIAL B,"7,097",8026 MAIN ST LAND TR Fee Owner,"$717,232","$122,952",$0,$0.00,$0.00,$0.00
8921 MAIN ST,COMMERCIAL A,"2,876",8921 MAIN ST LAND TR Fee Owner,"$540,372","$138,482",$0,$0.00,$0.00,$0.00
9889 MAIN ST,RESIDENTIAL A,"4,818",9889 MAIN ST LAND TR Fee Owner,"$710,745","$20,784",$0,$0.00,$0.00,$0.00
4942 MAIN ST,COMMERCIAL A,"9,011",4942 MAIN ST LAND TR Fee Owner,"$119,169","$170,875",$0,$0.00,$0.00,$0.00
4949 MAIN ST,RESIDENTIAL A,"3,826",4949 MAIN ST LAND TR Fee Owner,"$582,206","$198,525",$0,$0.00,$0.00,$0.00
5883 MAIN ST,RESIDENTIAL B,"3,617",5883 MAIN ST LAND TR Fee Owner,"$656,188","$42,058",$0,$0.00,$0.00,$0.00
9278 MAIN ST,RESIDENTIAL A,"1,230",9278 MAIN ST LAND TR Fee Owner,"$95,417","$164,087",$0,$0.00,$0.00,$0.00
4707 MAIN ST,COMMERCIAL B,"2,581",4707 MAIN ST LAND TR Fee Owner,"$883,708","$88,569",$0,$0.00,$0.00,$0.00
1028 MAIN ST,RESIDENTIAL B,"1,076",1028 MAIN ST LAND TR Fee Owner,"$93,456","$100,280",$0,$0.00,$0.00,$0.00
8697 MAIN ST,RESIDENTIAL B,"7,004",8697 MAIN ST LAND TR Fee Owner,"$119,789","$32,893",$0,$0.00,$0.00,$0.00
8737 MAIN ST,COMMERCIAL B,"3,417",8737 MAIN ST LAND TR Fee Owner,"$710,225","$48,371",$0,$0.00,$0.00,$0.00
1404 MAIN ST,RESIDENTIAL A,"3,948",1404 MAIN ST LAND TR Fee Owner,"$831,211","$73,465",$0,$0.00,$0.00,$0.00
5729 MAIN ST,RESIDENTIAL A,"7,369",5729 MAIN ST LAND TR Fee Owner,"$917,287","$175,042",$0,$0.00,$0.00,$0.00
9952 MAIN ST,RESIDENTIAL A,"5,253",9952 MAIN ST LAND TR Fee Owner,"$146,837","$51,882",$0,$0.00,$0.00,$0.00
1834 MAIN ST,RESIDENTIAL A,"1,708",1834 MAIN ST LAND TR Fee Owner,"$728,779","$135,882",$0,$0.00,$0.00,$0.00
8940 MAIN ST,COMMERCIAL A,"9,154",8940 MAIN ST LAND TR Fee Owner,"$864,521","$186,599",$0,$0.00,$0.00,$0.00
5253 MAIN ST,RESIDENTIAL A,"7,693",5253 MAIN ST LAND TR Fee Owner,"$495,423","$72,710",$0,$0.00,$0.00,$0.00
8315 MAIN ST,RESIDENTIAL A,"6,384",8315 MAIN ST LAND TR Fee Owner,"$538,776","$161,156",$0,$0.00,$0.00,$0.00
2009 MAIN ST,RESIDENTIAL B,"8,635",2009 MAIN ST LAND TR Fee Owner,"$174,965","$108,905",$0,$0.00,$0.00,$0.00
4864 MAIN ST,COMMERCIAL B,"8,341",4864 MAIN ST LAND TR Fee Owner,"$894,077","$185,417",$0,$0.00,$0.00,$0.00
2808 MAIN ST,COMMERCIAL A,"9,769",2808 MAIN ST LAND TR Fee Owner,"$725,261","$112,246",$0,$0.00,$0.00,$0.00
